iso_code,year,gdp_constant_usd,life_expectancy,population,co2,co2_per_capita,energy_per_capita,primary_energy_consumption
EST,2004,18188037434.5502,71.909756097561,1362550.0,17.322,12.712,47051.02,64.106
EST,2005,19920094036.3597,72.5682926829268,1354775.0,17.09,12.614,47586.574,64.464
EST,2006,21864807422.0901,72.6914634146341,1346810.0,16.438,12.205,47285.801,63.68
EST,2007,23520174236.2883,72.8146341463415,1340680.0,19.93,14.866,55010.332,73.746
EST,2008,22314692031.2014,73.7707317073171,1337090.0,17.815,13.324,50751.945,67.856
EST,2009,19050002927.2983,74.8243902439024,1334515.0,14.405,10.794,44005.016,58.727
EST,2010,19516680413.329,75.4292682926829,1331475.0,18.965,14.244,54934.047,73.147
EST,2011,21001309333.0129,76.2292682926829,1327439.0,18.948,14.275,54965.195,72.963
EST,2012,21772481344.2301,76.3268292682927,1322696.0,17.761,13.429,55559.734,73.488
EST,2013,22154913628.3244,77.1414634146341,1317997.0,19.634,14.898,58774.098,77.463
EST,2014,22891074856.6938,77.0341463414634,1314545.0,18.784,14.29,56416.676,74.161
EST,2015,23311847750.9394,77.590243902439,1315407.0,15.78,12.004,52200.957,68.626
EST,2016,24032887679.5037,77.6414634146342,1315790.0,17.433,13.248,53774.238,70.763
EST,2017,25387062190.0468,78.0926829268293,1317384.0,18.616,14.131,59568.504,78.484
EST,2018,26326306710.8582,78.2439024390244,1321977.0,17.801,13.465,58903.477,77.879
EST,2019,27307395871.0676,78.6463414634147,1326898.0,12.288,9.261,47293.754,62.761
EST,2020,26519903136.8312,78.5951219512195,1329522.0,9.198,6.918,44178.688,58.733
EST,2021,28709089435.1187,76.9439024390244,1330932.0,10.391,7.802,46211.348,61.401
EST,2022,28357067289.1155,77.8439024390244,1348840.0,11.757,8.708,47804.645,63.392
EST,2023,27578887219.4051,78.7926829268293,1370286.0,10.019,7.328,41967.047,55.513
ETH,1990,12715524549.8114,45.117,47609755.0,2.987,0.063,323.246,15.476
ETH,1991,11807956564.2102,46.657,49717198.0,2.958,0.06,268.696,13.418
ETH,1992,10783913879.266,47.279,51853747.0,2.937,0.057,347.05,18.051
ETH,1993,12201225772.2542,47.676,53708891.0,2.994,0.056,321.068,17.271
ETH,1994,12590440553.1192,47.926,55611508.0,2.197,0.04,232.596,12.937
ETH,1995,13361921235.3205,48.156,57537335.0,2.506,0.044,241.478,13.879
ETH,1996,15022296788.5679,48.697,59467635.0,2.794,0.047,196.359,11.653
ETH,1997,15493081576.9196,49.21,61404539.0,2.98,0.049,191.773,11.743
ETH,1998,14957309259.7395,49.785,63363524.0,3.147,0.05,241.905,15.273
ETH,1999,15729427374.8572,49.486,65374561.0,3.094,0.047,278.333,18.113
ETH,2000,16684709707.888,50.88,67411494.0,3.463,0.051,287.991,19.305
ETH,2001,18069758569.7896,51.428,69487762.0,4.265,0.061,304.547,21.019
ETH,2002,18343465847.9802,52.085,71635517.0,4.432,0.062,303.847,21.595
ETH,2003,17946997565.4188,52.877,73832663.0,4.87,0.066,319.221,23.357
ETH,2004,20382872320.545,53.735,76077206.0,5.159,0.068,331.657,24.974
ETH,2005,22791876293.8269,54.364,78367470.0,4.956,0.063,370.189,28.678
ETH,2006,25261313883.9249,55.402,80703490.0,5.318,0.066,394.914,31.471
ETH,2007,28155292189.364,56.566,83103217.0,5.84,0.07,424.853,34.836
ETH,2008,31192831993.2611,57.733,85543668.0,6.418,0.075,432.32,36.469
ETH,2009,33938597623.7578,58.715,88007636.0,6.453,0.073,434.64,37.707
ETH,2010,38198074328.8086,59.709,90538514.0,6.344,0.07,468.262,41.787
ETH,2011,42467968231.3241,60.595,93149970.0,7.41,0.08,514.245,47.217
ETH,2012,46140518129.2398,61.443,95798767.0,8.058,0.084,557.104,52.619
ETH,2013,51023232360.2629,62.161,98438751.0,9.839,0.1,632.633,61.419
ETH,2014,56256936828.9833,62.927,101115610.0,11.671,0.115,697.629,69.586
ETH,2015,62103418181.8182,63.592,103867135.0,12.699,0.122,715.425,73.311
ETH,2016,67961933367.1549,64.162,106718162.0,14.495,0.136,807.24,84.997
ETH,2017,74461941569.3207,64.766,109666481.0,14.774,0.135,794.977,86.015
ETH,2018,79537377550.6924,65.257,112664152.0,15.787,0.14,823.583,91.524
ETH,2019,86189951998.924,65.741,115737383.0,17.236,0.149,921.991,105.218
ETH,2020,91412658764.8474,65.969,118917671.0,15.85,0.133,860.1,100.796
ETH,2021,96569731965.9612,65.33,122138588.0,16.161,0.132,871.584,104.837
ETH,2022,101708941221.845,66.897,125384287.0,15.157,0.121,871.584,104.837
ETH,2023,108415879003.469,67.315,128691692.0,15.227,0.118,871.584,104.837
FIN,1990,156033016628.071,74.8131707317073,4986431.0,56.921,11.415,64824.148,323.249
FIN,1991,146857345004.687,75.2275609756098,5013740.0,55.195,11.008,65968.766,330.758
FIN,1992,141994349627.478,75.4553658536585,5041992.0,54.272,10.764,65384.23,329.675
FIN,1993,140887056302.517,75.7051219512195,5066447.0,56.32,11.116,65627.883,332.511
FIN,1994,146472344493.8,76.3956097560976,5088333.0,61.74,12.133,68592.305,349.031
FIN,1995,152674521262.385,76.409512195122,5107790.0,58.122,11.379,65141.621,332.74
FIN,1996,158266465561.969,76.6934146341464,5124573.0,64.04,12.496,67804.484,347.479
FIN,1997,168391880311.838,76.8785365853659,5139835.0,62.703,12.199,68557.32,352.381
FIN,1998,177576428488.635,77.0907317073171,5153498.0,59.358,11.518,70678.375,364.244
FIN,1999,185370756398.689,77.2912195121951,5165474.0,58.874,11.398,69141.266,357.149
FIN,2000,196036503503.623,77.4658536585366,5176209.0,57.017,11.015,69377.0,359.11
FIN,2001,201212380923.485,77.9658536585366,5188008.0,62.521,12.051,70719.578,366.894
FIN,2002,204607490634.566,78.119512195122,5200598.0,65.049,12.508,70908.922,368.768
FIN,2003,208723783982.573,78.3682926829268,5213014.0,72.658,13.938,75758.367,394.928
FIN,2004,217083963685.375,78.7146341463415,5228172.0,68.946,13.187,75218.672,393.254
FIN,2005,223113056548.362,78.8170731707317,5246096.0,57.064,10.877,68155.336,357.548
FIN,2006,232081249320.459,79.2146341463415,5266268.0,68.373,12.983,72824.555,383.512
FIN,2007,244411266035.096,79.2634146341464,5288720.0,66.764,12.624,72265.938,382.192
FIN,2008,246328504349.487,79.5682926829268,5313399.0,58.625,11.033,69352.664,368.496
FIN,2009,226434937568.653,79.719512195122,5338871.0,55.92,10.474,63925.77,341.288
FIN,2010,233609048324.553,79.8707317073171,5363352.0,64.092,11.95,69228.281,371.291
FIN,2011,239193226293.28,80.4707317073171,5388272.0,56.647,10.513,64942.777,349.923
FIN,2012,235550695854.071,80.6268292682927,5413971.0,51.155,9.449,62886.449,340.459
FIN,2013,233242909052.234,80.9756097560976,5438972.0,51.719,9.509,62843.996,341.801
FIN,2014,232127848351.009,81.1804878048781,5461512.0,47.622,8.719,60391.238,329.823
FIN,2015,233210733506.25,81.4804878048781,5479531.0,44.192,8.065,60022.977,328.893
FIN,2016,239208760000.401,81.4292682926829,5495303.0,47.251,8.598,60795.297,334.083
FIN,2017,247110710501.527,81.6317073170732,5508214.0,44.657,8.107,59405.816,327.216
FIN,2018,250058685918.643,81.7341463414634,5515525.0,45.734,8.292,60528.164,333.841
FIN,2019,253433824168.6,81.9829268292683,5521606.0,42.442,7.686,59219.324,326.982
FIN,2020,247120696232.09,81.9317073170732,5529543.0,37.7,6.818,56777.602,313.95
FIN,2021,253734502126.393,81.8853658536585,5541017.0,37.798,6.821,57919.223,320.64
FIN,2022,255670602724.759,81.1878048780488,5556106.0,36.367,6.53,57885.66,320.73
FIN,2023,253269616816.416,81.5853658536585,5583911.0,31.622,5.646,59896.703,332.156
FJI,1990,2640835885.57603,65.056,773316.0,0.801,1.036,6955.363,5.428
FJI,1991,2569533218.13683,65.457,779656.0,0.655,0.84,6044.741,4.744
FJI,1992,2726274793.51809,65.407,785346.0,0.73,0.93,6232.05,4.904
FJI,1993,2784345330.51601,65.51,790369.0,0.729,0.922,6535.412,5.158
FJI,1994,2926346931.47222,65.796,794771.0,0.723,0.91,6704.402,5.302
FJI,1995,2999505561.98955,66.007,798746.0,0.737,0.922,7198.563,5.703
FJI,1996,3143481841.86921,66.202,803789.0,0.792,0.986,7333.452,5.841
FJI,1997,3074325261.19313,66.293,812139.0,0.764,0.941,7237.787,5.823
FJI,1998,3114291503.47039,66.536,822258.0,0.743,0.904,6945.021,5.653
FJI,1999,3388349115.89019,66.728,831828.0,0.756,0.909,7455.925,6.139
FJI,2000,3330747234.58964,66.194,840909.0,0.815,0.969,9308.956,7.75
FJI,2001,3397362184.16937,66.205,849596.0,1.004,1.182,9574.995,8.056
FJI,2002,3506077743.95308,65.492,858049.0,0.835,0.974,8027.728,6.823
FJI,2003,3541138498.41929,65.653,866286.0,0.989,1.142,8717.398,7.482
FJI,2004,3728818828.37532,65.841,874366.0,1.293,1.479,11433.929,9.91
FJI,2005,3754920575.17992,65.983,882379.0,1.026,1.163,9695.102,8.483
FJI,2006,3824479873.24135,66.126,890365.0,1.147,1.288,10524.99,9.295
FJI,2007,3791946770.36279,66.161,897832.0,1.085,1.208,10062.741,8.962
FJI,2008,3831109777.44242,66.32,903399.0,0.791,0.876,7890.729,7.076
FJI,2009,3778009151.30614,66.347,907239.0,0.7,0.771,6803.479,6.133
FJI,2010,3889636945.80504,66.778,910419.0,1.03,1.131,9167.494,8.298
FJI,2011,3994857188.49831,66.88,912989.0,0.934,1.023,7085.076,6.436
FJI,2012,4051237182.53114,65.812,914918.0,0.912,0.997,7121.293,6.488
FJI,2013,4243031642.79505,66.545,916352.0,1.037,1.132,7502.866,6.854
FJI,2014,4480790532.15798,66.581,917585.0,1.18,1.286,7886.425,7.221
FJI,2015,4682479893.97558,66.48,918578.0,1.242,1.352,8231.743,7.55
FJI,2016,4796997047.63002,66.657,919166.0,1.176,1.28,8094.508,7.434
FJI,2017,5053797787.50532,67.06,918759.0,1.308,1.424,8787.309,8.076
FJI,2018,5246466309.21901,66.965,917180.0,1.356,1.478,9316.589,8.562
FJI,2019,5215934671.17568,67.009,914899.0,1.356,1.482,9417.632,8.65
FJI,2020,4319652697.81901,66.924,914963.0,1.004,1.097,9030.606,8.312
FJI,2021,4131922233.08409,64.904,916711.0,1.096,1.195,9222.848,8.528
FJI,2022,4865137079.9506,67.148,919422.0,1.122,1.22,9222.848,8.528
FJI,2023,5324525632.97133,67.316,924145.0,1.146,1.24,9222.848,8.528
FRA,1990,1630899060963.07,76.6,58261012.0,393.717,6.909,46971.941,2649.823
FRA,1991,1651067777785.17,76.8487804878049,58554242.0,417.859,7.296,50033.805,2834.176
FRA,1992,1676098974378.87,77.1,58846584.0,407.316,7.077,50259.188,2857.941
FRA,1993,1670081815758.79,77.3,59103094.0,387.699,6.707,50021.062,2853.888
FRA,1994,1709890902349.41,77.6487804878049,59324863.0,380.793,6.565,49357.965,2824.76
FRA,1995,1749300344479.7,77.7512195121951,59541294.0,385.81,6.63,50577.844,2904.198
FRA,1996,1773739467493.06,77.9536585365854,59754504.0,402.156,6.889,52276.672,3012.348
FRA,1997,1818562957062.05,78.3048780487805,59968066.0,394.845,6.742,51274.414,2965.679
FRA,1998,1881350558837.76,78.6048780487805,60190684.0,413.259,7.031,52293.457,3037.222
FRA,1999,1945303460549.75,78.7560975609756,60501986.0,412.021,6.973,52748.922,3078.016
FRA,2000,2025858476151.37,79.0560975609756,60918661.0,406.139,6.828,53147.277,3117.909
FRA,2001,2064338989612.96,79.1585365853659,61364377.0,410.445,6.852,53258.633,3143.046
FRA,2002,2086380974762.6,79.2609756097561,61812142.0,405.947,6.729,52531.129,3118.919
FRA,2003,2106573536968.08,79.1146341463415,62249855.0,411.965,6.782,52789.781,3153.042
FRA,2004,2166995343501.89,80.1634146341463,62707588.0,413.379,6.757,52906.543,3180.13
FRA,2005,2207920477337.34,80.1634146341463,63180854.0,415.795,6.747,52124.855,3154.079
FRA,2006,2267844862926.15,80.8121951219512,63622342.0,406.157,6.546,51362.02,3128.931
FRA,2007,2325232266328.63,81.1121951219512,64016890.0,396.01,6.343,50151.977,3075.79
FRA,2008,2334072135222.36,81.2146341463415,64375116.0,389.094,6.198,49980.469,3084.845
FRA,2009,2268145064848.79,81.4146341463415,64706436.0,370.876,5.877,46847.41,2908.91
FRA,2010,2313515332182.54,81.6634146341463,65026211.0,376.457,5.936,48062.32,3001.231
FRA,2011,2369909039106.43,82.1146341463415,65340830.0,354.375,5.56,46149.176,2897.027
FRA,2012,2374265767668.09,81.9682926829268,65657659.0,356.439,5.564,45884.934,2894.028
FRA,2013,2392826743357.49,82.219512195122,65997932.0,358.703,5.571,46169.375,2924.146
FRA,2014,2416703156974.4,82.719512195122,66312067.0,326.842,5.052,43983.484,2796.844
FRA,2015,2442483452642.5,82.3219512195122,66548272.0,331.49,5.106,44229.48,2822.273
FRA,2016,2463489569347.31,82.5731707317073,66724104.0,334.2,5.135,43217.41,2765.453
FRA,2017,2514819204088.14,82.5756097560976,66918020.0,337.101,5.164,42948.914,2754.919
FRA,2018,2556210832760.02,82.6756097560976,67158348.0,321.94,4.914,43389.094,2788.956
FRA,2019,2608036638906.12,82.8268292682927,67382061.0,315.015,4.793,42384.668,2729.562
FRA,2020,2413981867676.36,82.1756097560976,67601110.0,280.49,4.256,37859.246,2441.166
FRA,2021,2580120255051.75,82.3243902439024,67842811.0,305.607,4.625,40191.641,2593.625
FRA,2022,2650215998256.03,82.1292682926829,68184457.0,293.502,4.428,35566.758,2298.56
FRA,2023,2688358302961.22,82.8317073170732,68372286.0,272.476,4.101,37164.297,2406.633
FRO,1990,2166314314.46368,76.1188024390244,47740.0,0.703,14.803,61327.211,2.913
FRO,1991,2166314314.46368,76.3555731707317,47447.0,0.656,14.002,57409.453,2.689
FRO,1992,2166314314.46368,76.5918219512195,47287.0,0.649,14.085,58864.855,2.71
FRO,1993,2166314314.46368,76.8286975609756,46474.0,0.583,12.901,58656.34,2.646
FRO,1994,2166314314.46368,77.0694536585366,44695.0,0.575,13.016,61492.637,2.716
FRO,1995,2166314314.46368,77.3228243902439,43611.0,0.572,13.031,66344.984,2.908
FRO,1996,2166314314.46368,77.5619634146341,43581.0,0.601,13.594,65822.852,2.907
FRO,1997,2166314314.46368,77.7854414634146,44132.0,0.59,13.236,65440.391,2.913
FRO,1998,2166314314.46368,77.9979951219512,44674.0,0.623,13.866,64988.539,2.917
FRO,1999,2166314314.46368,78.2087731707317,45146.0,0.63,13.93,64048.57,2.897
FRO,2000,2166314314.46368,78.4119073170732,45754.0,0.689,15.077,70296.211,3.211
FRO,2001,2166314314.46368,78.6017292682927,46635.0,0.762,16.474,76419.406,3.536
FRO,2002,2166314314.46368,78.7876585365854,47335.0,0.725,15.484,73905.156,3.461
FRO,2003,2166314314.46368,78.9848073170732,48032.0,0.733,15.445,72738.656,3.449
FRO,2004,2166314314.46368,79.2049804878049,48384.0,0.747,15.559,73795.477,3.543
FRO,2005,2166314314.46368,79.4453463414634,48359.0,0.722,14.918,71850.984,3.471
FRO,2006,2166314314.46368,79.6898609756098,48335.0,0.678,13.989,71134.164,3.438
FRO,2007,2166314314.46368,79.9238243902439,48378.0,0.689,14.203,74061.555,3.583
FRO,2008,2166314314.46368,80.1460804878049,48547.0,0.63,12.986,68445.32,3.315
FRO,2009,2067675562.88792,80.3695317073171,48791.0,0.575,11.858,63500.5,3.077
FRO,2010,2059822159.10004,80.604956097561,48657.0,0.63,13.078,65953.414,3.194
FRO,2011,2133282898.13186,80.8518097560976,48543.0,0.568,11.842,63076.344,3.054
FRO,2012,2284350973.3955,81.1060951219512,48291.0,0.59,12.261,64413.23,3.118
FRO,2013,2418125853.51823,81.356643902439,48246.0,0.649,13.428,70091.234,3.395
FRO,2014,2549481885.27429,81.5912048780488,48428.0,0.597,12.31,65730.328,3.188
FRO,2015,2573905971.05459,81.7995975609756,48899.0,0.608,12.434,69815.625,3.41
FRO,2016,2609591837.86672,81.962112195122,49464.0,0.63,12.718,68590.719,3.397
FRO,2017,2701241060.07126,82.1062926829268,50180.0,0.707,14.068,76055.422,3.822
FRO,2018,2775895516.47884,82.2486024390244,50996.0,0.725,14.208,77010.266,3.926
FRO,2019,2901879820.04399,82.3912829268293,51792.0,0.74,14.269,74932.953,3.875
FRO,2020,2854366727.12733,82.5341926829268,52565.0,0.758,14.415,68466.914,3.59
FRO,2021,2998979304.47733,82.6763219512195,53296.0,0.78,14.636,70956.359,3.755
FRO,2022,3114769889.92582,82.8162292682927,53912.0,0.79,14.619,70956.359,3.755
FRO,2023,3213157332.58036,82.9521195121951,54414.0,0.798,14.572,70956.359,3.755
FSM,1990,240612288.943396,63.722,100888.0,0.136,1.293,0.0,0.0
FSM,1991,258483384.677621,63.881,102754.0,0.136,1.293,0.0,0.0
FSM,1992,268843440.175722,63.996,104806.0,0.136,1.293,0.0,0.0
FSM,1993,290729057.41546,64.041,107066.0,0.143,1.334,0.0,0.0
FSM,1994,289175049.090745,64.082,109075.0,0.154,1.411,0.0,0.0
FSM,1995,309459131.251171,64.142,110230.0,0.18,1.629,0.0,0.0
FSM,1996,299126148.738451,64.253,110710.0,0.183,1.655,0.0,0.0
FSM,1997,280547201.715586,64.371,111071.0,0.194,1.748,0.0,0.0
FSM,1998,288505791.48833,64.509,111377.0,0.202,1.809,0.0,0.0
FSM,1999,291762421.698593,64.626,111680.0,0.191,1.706,0.0,0.0
FSM,2000,305255189.683569,64.317,112044.0,0.18,1.602,4708.033,0.526
FSM,2001,310811267.030026,64.801,112365.0,0.165,1.467,5337.553,0.598
FSM,2002,312188883.232805,63.907,112448.0,0.15,1.336,4962.981,0.556
FSM,2003,317692041.756323,64.915,112285.0,0.161,1.436,5361.374,0.6
FSM,2004,307556448.418513,64.898,111925.0,0.143,1.277,5176.646,0.577
FSM,2005,314673715.388037,64.906,111412.0,0.117,1.052,4437.15,0.492
FSM,2006,314047582.860661,64.859,110729.0,0.114,1.026,4596.253,0.507
FSM,2007,308634425.437735,64.844,109880.0,0.132,1.2,5161.648,0.565
FSM,2008,300660891.653569,64.849,108936.0,0.11,1.009,4527.653,0.492
FSM,2009,303963551.240374,64.865,107957.0,0.147,1.357,6300.389,0.68
FSM,2010,310244010.295231,64.892,107540.0,0.103,0.954,4414.828,0.475
FSM,2011,321982777.731463,64.969,107698.0,0.117,1.089,5086.256,0.549
FSM,2012,316527680.318535,65.08,107890.0,0.125,1.154,5645.075,0.611
FSM,2013,304890763.528582,65.179,108121.0,0.136,1.254,5924.762,0.644
FSM,2014,297006847.858934,65.294,108396.0,0.136,1.251,6181.367,0.674
FSM,2015,310175057.802073,65.306,108716.0,0.143,1.314,6471.856,0.709
FSM,2016,313099160.149974,65.576,109075.0,0.143,1.31,6817.641,0.749
FSM,2017,319911415.240516,65.761,109481.0,0.143,1.305,6857.282,0.757
FSM,2018,319911415.240516,65.943,109909.0,0.143,1.3,6882.262,0.764
FSM,2019,332969024.025843,66.196,110282.0,0.147,1.329,6471.663,0.721
FSM,2020,327398648.118022,65.878,110916.0,0.147,1.321,6445.422,0.723
FSM,2021,337547021.665978,66.152,111624.0,0.143,1.28,6387.088,0.723
FSM,2022,327738276.522529,66.961,112114.0,0.146,1.305,6387.088,0.723
FSM,2023,329223318.369684,67.198,112630.0,0.149,1.327,6387.088,0.723
GAB,1990,8218372646.58668,60.736,983734.0,4.485,4.559,12861.861,12.644
GAB,1991,8720720960.85617,60.891,1010818.0,4.522,4.473,12870.298,12.999
GAB,1992,8451237981.301,61.013,1038380.0,4.917,4.735,12873.189,13.355
GAB,1993,8784770737.08178,61.125,1066405.0,4.975,4.665,11872.439,12.649
GAB,1994,9110927737.90141,61.183,1094720.0,4.542,4.149,11872.551,12.984
GAB,1995,9564091413.41355,61.27,1123213.0,5.22,4.648,10842.712,12.165
GAB,1996,9910794415.49417,61.265,1152015.0,5.886,5.109,11023.358,12.683
GAB,1997,10479512210.8024,61.395,1181439.0,5.527,4.678,11282.633,13.311
GAB,1998,10843972206.2432,61.506,1211736.0,6.453,5.325,10745.112,13.0
GAB,1999,9875321072.27314,61.658,1243016.0,6.014,4.838,12099.004,15.012
GAB,2000,9689372094.82624,61.81,1275572.0,6.128,4.804,9016.453,11.477
GAB,2001,9896262806.17442,61.982,1309589.0,6.48,4.948,9478.856,12.385
GAB,2002,9871617829.34082,62.175,1345135.0,6.25,4.647,9233.193,12.388
GAB,2003,10093465659.4406,62.463,1382350.0,6.746,4.88,8742.188,12.05
GAB,2004,10163064451.2538,62.694,1421609.0,6.386,4.492,8665.52,12.28
GAB,2005,10435048720.8443,62.978,1463495.0,6.223,4.252,9015.141,13.147
GAB,2006,10142180902.0393,63.259,1508337.0,5.543,3.675,8974.716,13.485
GAB,2007,10751534086.7123,63.619,1556237.0,5.038,3.237,8646.734,13.4
GAB,2008,10395827037.7727,64.011,1607175.0,5.379,3.347,8547.841,13.676
GAB,2009,10409376035.5652,64.361,1661556.0,5.304,3.192,8182.456,13.53
GAB,2010,11147389066.6347,64.715,1719879.0,5.836,3.393,9214.65,15.767
GAB,2011,11937934403.3789,65.102,1781985.0,5.828,3.27,9102.298,16.134
GAB,2012,12564804521.2615,65.438,1846889.0,5.63,3.048,11006.094,20.215
GAB,2013,13273296028.5793,65.751,1913059.0,5.927,3.098,10740.267,20.43
GAB,2014,13846034032.3711,66.07,1978399.0,6.369,3.219,10845.483,21.332
GAB,2015,14383107762.6952,66.336,2040989.0,6.476,3.173,10108.493,20.505
GAB,2016,14683922149.3088,66.583,2100306.0,6.522,3.105,9740.699,20.321
GAB,2017,14753324537.1727,66.816,2156900.0,5.495,2.547,10052.396,21.514
GAB,2018,14876945089.6921,67.043,2212318.0,5.567,2.516,8795.324,19.279
GAB,2019,15460241661.1259,67.337,2267706.0,5.331,2.351,7427.662,16.659
GAB,2020,15176119359.5429,67.073,2322539.0,5.625,2.422,8367.068,19.182
GAB,2021,15398898313.7955,67.072,2376722.0,5.531,2.327,8009.644,18.752
GAB,2022,15866657481.0928,67.713,2430747.0,5.835,2.4,8009.644,18.752
GAB,2023,16253635205.6312,68.337,2484789.0,5.411,2.178,8009.644,18.752
GBR,1990,1721504098259.6,75.8804878048781,57247586.0,601.945,10.493,43845.023,2508.393
GBR,1991,1699254695038.56,76.0829268292683,57424897.0,609.413,10.588,44652.039,2561.217
GBR,1992,1721255429795.6,76.4341463414634,57580402.0,593.846,10.289,44259.449,2545.327
GBR,1993,1781335634495.42,76.3853658536585,57718614.0,579.613,10.017,44663.285,2574.725
GBR,1994,1869572508478.99,76.8853658536585,57865745.0,574.017,9.896,44021.512,2543.823
GBR,1995,1935631814547.44,76.8365853658537,58019030.0,566.159,9.735,44062.301,2552.545
GBR,1996,1986246961912.3,77.0878048780488,58166950.0,586.761,10.065,46080.582,2676.295
GBR,1997,2083175521750.84,77.2109756097561,58316954.0,562.708,9.628,45150.043,2629.999
GBR,1998,2150801957623.71,77.190243902439,58487141.0,568.544,9.698,45374.645,2651.618
GBR,1999,2214131432953.5,77.390243902439,58682466.0,561.65,9.546,45010.832,2639.219
GBR,2000,2314307169243.88,77.7414634146342,58892514.0,569.034,9.635,45269.57,2664.116
GBR,2001,2369642769659.08,77.9926829268293,59119673.0,577.971,9.749,45552.789,2691.806
GBR,2002,2410140612988.09,78.1439024390244,59370479.0,560.273,9.41,44323.301,2630.84
GBR,2003,2487711377293.16,78.4463414634146,59647577.0,571.619,9.556,44740.039,2668.734
GBR,2004,2545576004983.01,78.7463414634146,59987905.0,573.43,9.53,44847.297,2690.652
GBR,2005,2616614241852.83,79.0487804878049,60401206.0,570.338,9.412,44924.059,2712.683
GBR,2006,2673913418491.85,79.2487804878049,60846820.0,567.846,9.301,44048.914,2678.337
GBR,2007,2752283449984.53,79.4487804878049,61322463.0,559.566,9.093,42510.004,2604.192
GBR,2008,2750923500693.34,79.6,61806995.0,544.932,8.785,41443.582,2558.816
GBR,2009,2624727410659.64,80.0512195121951,62276270.0,494.108,7.905,39034.461,2429.637
GBR,2010,2684060544650.54,80.4024390243902,62766365.0,511.905,8.125,39533.43,2481.12
GBR,2011,2706913649065.85,80.9512195121951,63258810.0,469.713,7.396,37002.133,2341.73
GBR,2012,2748282336997.97,80.9048780487805,63711000.0,487.477,7.622,37287.375,2379.26
GBR,2013,2795510733841.06,81.0048780487805,64139000.0,477.611,7.418,36961.617,2376.717
GBR,2014,2883853723651.98,81.3048780487805,64620000.0,438.807,6.765,34675.379,2246.046
GBR,2015,2945579890258.46,80.9560975609756,65088000.0,422.461,6.461,34977.094,2281.359
GBR,2016,3010574705731.3,81.1560975609756,65607000.0,399.43,6.062,34171.621,2243.545
GBR,2017,3101591068534.48,81.2560975609756,65966000.0,387.367,5.838,34043.488,2249.076
GBR,2018,3149707010747.53,81.2560975609756,66289000.0,379.73,5.689,33820.566,2246.802
GBR,2019,3189276748351.15,81.3691219512195,66631000.0,364.753,5.435,32930.707,2199.069
GBR,2020,2868821517197.41,80.331756097561,66744000.0,326.263,4.844,29394.623,1971.188
GBR,2021,3113908148054.35,80.6473170731707,66984000.0,344.51,5.091,29591.666,1990.958
GBR,2022,3274265196937.19,81.0112195121951,67604000.0,313.835,4.603,29904.859,2018.845
GBR,2023,3283159739927.95,81.2380975609756,68492000.0,305.146,4.443,28501.387,1930.593
GEO,1990,16970422995.7282,68.679,4802000.0,15.948,2.927,17979.797,94.202
GEO,1991,13389689057.0621,68.202,4835900.0,15.872,2.95,17979.797,94.202
GEO,1992,7377748823.20649,67.78,4873500.0,15.277,2.886,17979.797,94.202
GEO,1993,5216056133.54707,67.405,4911100.0,9.916,1.915,11339.383,58.143
GEO,1994,4673678615.23576,68.669,4836076.0,6.068,1.202,8967.001,44.816
GEO,1995,4795034188.99656,69.398,4657722.0,2.29,0.465,9073.216,44.256
GEO,1996,5332200118.25066,70.637,4491699.0,4.054,0.842,9773.224,46.533
GEO,1997,5893190454.62344,69.683,4349913.0,4.426,0.943,10330.433,47.934
GEO,1998,6075968327.9871,69.787,4243607.0,4.939,1.079,10741.93,48.536
GEO,1999,6250184305.04248,70.012,4157192.0,4.311,0.968,10714.2,47.084
GEO,2000,6365211520.66238,70.091,4077131.0,4.5,1.04,9423.704,40.194
GEO,2001,6671206249.59299,70.371,4014373.0,3.725,0.885,8959.572,37.133
GEO,2002,7036389739.95908,70.438,3978515.0,3.348,0.811,10776.443,43.765
GEO,2003,7814405534.92863,71.377,3951736.0,3.732,0.913,9694.849,38.952
GEO,2004,8267069270.18365,71.011,3927340.0,4.272,1.053,10085.432,40.229
GEO,2005,9059975319.60238,70.689,3902469.0,5.014,1.245,11553.322,45.765
GEO,2006,9913559155.90151,70.983,3880347.0,6.093,1.525,10517.187,41.373
GEO,2007,11160245709.6589,70.985,3860158.0,6.362,1.603,13246.12,51.746
GEO,2008,11430503827.9115,70.949,3848449.0,5.309,1.347,13342.63,51.765
GEO,2009,11013204446.9733,71.058,3814419.0,6.136,1.566,13652.776,52.634
GEO,2010,11701134202.5253,71.732,3786695.0,6.208,1.593,14789.647,56.745
GEO,2011,12629541567.4316,72.485,3756441.0,7.805,2.017,13820.907,52.819
GEO,2012,13460417765.6957,72.672,3728874.0,8.254,2.15,14376.836,54.695
GEO,2013,14151325572.1376,73.025,3717668.0,8.013,2.104,16267.887,61.591
GEO,2014,14730184213.8494,73.105,3719414.0,8.939,2.357,17044.346,64.329
GEO,2015,15223796148.8396,73.241,3725276.0,9.756,2.573,18088.293,68.213
GEO,2016,15749049874.5344,73.136,3727505.0,10.068,2.655,19119.283,72.101
GEO,2017,16561685511.0983,73.435,3728004.0,10.173,2.682,19005.781,71.688
GEO,2018,17565660917.3341,73.985,3726549.0,10.063,2.652,19383.402,73.12
GEO,2019,18510819818.4957,74.165,3720161.0,10.887,2.867,19659.346,74.132
