iso_code,year,gdp_constant_usd,life_expectancy,population,co2,co2_per_capita,energy_per_capita,primary_energy_consumption
ABW,1990,1553993567.53506,72.546,62753.0,0.487,7.561,34868.008,2.292
ABW,1991,1677736082.04648,72.592,65896.0,0.531,7.981,36834.355,2.5
ABW,1992,1776426456.79667,72.717,69005.0,0.539,7.818,39116.551,2.746
ABW,1993,1906242252.98798,72.777,73685.0,0.649,9.123,38555.004,2.79
ABW,1994,2062628485.83087,72.796,77595.0,0.66,8.976,40968.719,3.062
ABW,1995,2115166597.09495,72.832,79805.0,0.707,9.313,44960.535,3.465
ABW,1996,2140247999.59914,72.856,83021.0,0.725,9.242,28751.375,2.284
ABW,1997,2291068600.65849,72.904,86301.0,0.758,9.35,45111.688,3.693
ABW,1998,2336706330.90095,72.94,88451.0,0.806,9.621,43778.629,3.693
ABW,1999,2365635733.00384,72.857,89659.0,0.81,9.363,42512.855,3.693
ABW,2000,2545966267.78226,72.939,90588.0,2.378,26.787,49568.207,4.417
ABW,2001,2652438618.61234,73.044,91439.0,2.407,26.652,50392.613,4.571
ABW,2002,2627374307.5502,73.135,92074.0,2.437,26.661,51469.32,4.725
ABW,2003,2656551420.08012,73.236,93128.0,2.561,27.741,56750.387,5.261
ABW,2004,2850313056.72604,73.223,95138.0,2.616,28.063,58649.285,5.487
ABW,2005,2839392433.63397,73.415,97635.0,2.719,28.849,62704.926,5.925
ABW,2006,2871404069.44201,73.498,99405.0,2.715,28.458,61848.48,5.914
ABW,2007,2960117372.63583,73.642,100150.0,2.821,29.205,62959.137,6.094
ABW,2008,3014457880.39871,73.783,100917.0,2.656,27.157,58413.715,5.725
ABW,2009,2662437285.4367,73.974,101604.0,2.627,26.526,57522.297,5.708
ABW,2010,2589660712.61171,74.297,101838.0,2.506,25.03,53389.605,5.358
ABW,2011,2676912524.28603,74.578,102591.0,2.499,24.743,42076.207,4.262
ABW,2012,2649051221.82866,74.841,104110.0,1.348,13.248,52292.039,5.34
ABW,2013,2819423912.92302,75.072,105675.0,0.861,8.395,50264.645,5.172
ABW,2014,2859631679.07374,75.261,106807.0,0.872,8.435,50628.816,5.245
ABW,2015,2962906703.91061,75.405,107906.0,0.898,8.615,51778.613,5.399
ABW,2016,2999478909.44476,75.54,108727.0,0.883,8.411,50017.652,5.246
ABW,2017,3104263601.09893,75.62,108735.0,0.89,8.421,51509.809,5.432
ABW,2018,3203987172.7481,75.88,108908.0,0.872,8.192,49515.113,5.248
ABW,2019,3243239612.14075,76.019,109203.0,0.828,7.732,51107.844,5.441
ABW,2020,2468170539.29889,75.406,108587.0,0.821,7.641,43496.941,4.637
ABW,2021,2831747261.74117,73.655,107700.0,0.857,7.971,46090.324,4.911
ABW,2022,3132944104.21046,76.226,107310.0,0.831,7.712,46090.324,4.911
ABW,2023,3374393790.1973,76.353,107359.0,0.867,8.033,46090.324,4.911
AFG,1990,6206547590.07403,45.118,12045660.0,2.024,0.168,2968.316,31.746
AFG,1991,6206547590.07403,45.521,12238879.0,1.914,0.156,1293.862,13.903
AFG,1992,6206547590.07403,46.569,13278974.0,1.482,0.112,760.342,9.168
AFG,1993,6206547590.07403,51.021,14943172.0,1.487,0.1,650.207,9.105
AFG,1994,6206547590.07403,50.969,16250794.0,1.454,0.089,570.403,8.816
AFG,1995,6206547590.07403,52.103,17065836.0,1.417,0.083,452.46,7.429
AFG,1996,6206547590.07403,52.83,17763266.0,1.37,0.077,425.906,7.286
AFG,1997,6206547590.07403,53.212,18452091.0,1.304,0.071,390.019,6.938
AFG,1998,6206547590.07403,52.487,19159996.0,1.279,0.067,365.121,6.752
AFG,1999,6206547590.07403,54.532,19887785.0,1.092,0.055,350.347,6.749
AFG,2000,6206547590.07403,55.005,20130327.0,1.047,0.052,302.595,5.914
AFG,2001,5621147630.73068,55.511,20284307.0,1.069,0.053,236.892,4.664
AFG,2002,7228795918.92525,56.225,21378117.0,1.341,0.063,210.862,4.428
AFG,2003,7867263256.28817,57.171,22733049.0,1.56,0.069,229.968,5.208
AFG,2004,7978515641.58304,57.81,23560654.0,1.237,0.053,204.231,4.81
AFG,2005,8874480195.58321,58.247,24404567.0,1.89,0.077,252.069,6.153
AFG,2006,9349921885.77888,58.553,25424094.0,2.159,0.085,304.421,7.745
AFG,2007,10642671963.1135,58.956,25909852.0,2.8,0.108,354.28,9.177
AFG,2008,11060395115.6809,59.708,26482622.0,4.254,0.161,607.833,16.063
AFG,2009,13426272073.2398,60.248,27466101.0,6.392,0.233,975.048,26.702
AFG,2010,15354612541.5059,60.702,28284089.0,8.365,0.296,1182.892,33.345
AFG,2011,15420077665.5323,61.25,29347708.0,11.838,0.403,1436.114,42.005
AFG,2012,17386490239.3536,61.735,30560034.0,10.035,0.328,1324.121,40.341
AFG,2013,18360263162.7578,62.188,31622704.0,9.229,0.292,1060.793,33.459
AFG,2014,18860496494.0404,62.26,32792523.0,9.086,0.277,868.576,28.417
AFG,2015,19134221644.7325,62.27,33831764.0,9.67,0.286,970.08,32.744
AFG,2016,19566715174.1633,62.646,34700612.0,8.906,0.257,862.791,29.884
AFG,2017,20084646751.4954,62.406,35688935.0,9.677,0.271,829.312,29.56
AFG,2018,20323499020.3639,62.443,36743039.0,10.602,0.289,924.251,33.908
AFG,2019,21118473702.3471,62.941,37856121.0,10.825,0.286,802.613,30.314
AFG,2020,20621957125.2077,61.454,39068979.0,11.606,0.297,702.888,27.393
AFG,2021,16345202562.5485,60.417,40000412.0,10.272,0.257,676.696,27.135
AFG,2022,15325233810.1388,65.617,40578842.0,10.558,0.26,676.696,27.135
AFG,2023,15672648238.1005,66.035,41454761.0,11.02,0.266,676.696,27.135
AGO,1990,31101122148.0954,41.854,11626360.0,5.09,0.438,1972.415,23.331
AGO,1991,31409446015.5508,43.812,12023529.0,5.064,0.421,1999.737,24.454
AGO,1992,29575674380.4416,42.267,12423712.0,5.164,0.416,1964.282,24.814
AGO,1993,22482416932.4765,42.19,12827135.0,5.748,0.448,1868.421,24.361
AGO,1994,22783538204.5071,43.567,13249764.0,11.353,0.857,1765.603,23.769
AGO,1995,26201068941.7593,46.139,13699778.0,12.617,0.921,1832.598,25.496
AGO,1996,29749838599.0205,46.418,14170973.0,15.249,1.076,1703.648,24.504
AGO,1997,31913924371.2602,46.688,14660413.0,15.884,1.083,1850.846,27.524
AGO,1998,33411053301.7568,45.452,15159370.0,16.513,1.089,1612.08,24.773
AGO,1999,34139911994.3453,45.808,15667235.0,17.261,1.102,1742.254,27.651
AGO,2000,35182758019.6959,46.501,16194869.0,15.995,0.988,1979.256,32.448
AGO,2001,36662544314.034,47.032,16747208.0,15.908,0.95,2079.732,35.234
AGO,2002,41672733511.8008,47.874,17327699.0,16.08,0.928,2143.528,37.546
AGO,2003,43125991915.3832,50.218,17943712.0,17.484,0.974,2298.902,41.666
AGO,2004,48050921277.9001,51.123,18600423.0,17.016,0.915,2454.67,46.077
AGO,2005,54852422288.0144,52.13,19291161.0,15.387,0.798,2016.852,39.23
AGO,2006,61347946235.7733,52.965,20015279.0,17.145,0.857,2453.247,49.463
AGO,2007,69324828859.446,54.2,20778561.0,17.588,0.846,2719.06,56.855
AGO,2008,76802645840.5628,55.281,21578655.0,18.75,0.869,3072.024,66.637
AGO,2009,78335311067.8479,56.225,22414773.0,20.668,0.922,3368.836,75.825
AGO,2010,82482120582.925,57.242,23294825.0,22.983,0.987,3560.094,83.179
AGO,2011,85446420441.9715,58.093,24218352.0,23.397,0.966,3594.49,87.199
AGO,2012,92712034533.3955,58.916,25177394.0,25.941,1.03,3615.524,91.069
AGO,2013,97239220009.2494,59.705,26165620.0,25.71,0.983,3897.913,101.919
AGO,2014,101766409287.849,60.396,27160769.0,26.09,0.961,4135.047,112.177
AGO,2015,102543067840.732,61.042,28157798.0,27.507,0.977,4159.578,116.999
AGO,2016,100799291837.039,61.619,29183070.0,25.466,0.873,3661.551,106.752
AGO,2017,100648701499.631,62.122,30234839.0,23.595,0.78,3370.896,101.83
AGO,2018,100050434318.105,62.622,31297155.0,23.305,0.745,3366.393,105.279
AGO,2019,99845650843.2744,63.051,32375632.0,22.047,0.681,3667.424,118.654
AGO,2020,95809443080.1137,63.116,33451132.0,16.533,0.494,3527.16,117.908
AGO,2021,97824078558.145,62.958,34532429.0,19.196,0.556,2791.332,96.311
AGO,2022,101948344238.666,64.246,35635029.0,20.25,0.568,2791.332,96.311
AGO,2023,103236265970.233,64.617,36749906.0,20.781,0.565,2791.332,96.311
ALB,1990,5530859374.75169,72.71,3286542.0,5.521,1.684,10214.598,33.658
ALB,1991,3982100297.96084,73.001,3266790.0,4.29,1.307,8549.045,28.23
ALB,1992,3695902333.01319,73.303,3247039.0,2.517,0.767,7468.515,24.674
ALB,1993,4049208851.98817,73.638,3227287.0,2.338,0.713,6555.686,21.638
ALB,1994,4385409261.20229,73.837,3207536.0,1.924,0.588,6243.837,20.567
ALB,1995,4969648100.72759,74.022,3187784.0,2.089,0.641,6919.917,22.728
ALB,1996,5334237832.94103,74.113,3168033.0,2.018,0.622,7645.64,25.011
ALB,1997,4709514660.14116,73.383,3148281.0,1.543,0.478,7020.859,22.844
ALB,1998,5100876515.377,74.357,3128530.0,1.755,0.547,7602.231,24.572
ALB,1999,5725771032.93267,74.568,3108778.0,2.986,0.937,6892.834,22.114
ALB,2000,6153077235.62289,74.826,3089027.0,3.025,0.955,9029.438,28.732
ALB,2001,6698469429.12028,75.083,3060173.0,3.221,1.023,8635.532,27.233
ALB,2002,7008501111.79519,75.299,3051010.0,3.748,1.196,9443.555,29.497
ALB,2003,7382282996.75923,75.557,3039616.0,4.303,1.38,10756.612,33.27
ALB,2004,7771053341.65332,75.951,3026939.0,4.177,1.348,11586.951,35.487
ALB,2005,8169772250.74253,76.427,3011487.0,4.261,1.385,11545.616,35.014
ALB,2006,8661509309.89701,76.994,2992547.0,3.911,1.282,10976.728,32.967
ALB,2007,9224515436.60112,77.691,2970017.0,3.949,1.306,9534.874,28.377
ALB,2008,9861658465.33864,78.248,2947314.0,4.397,1.469,10499.328,30.991
ALB,2009,10127011190.7491,78.509,2927519.0,4.407,1.488,11524.428,33.773
ALB,2010,10428102872.2706,78.414,2913021.0,4.784,1.633,12377.504,36.061
ALB,2011,10685000942.5337,78.303,2905195.0,5.315,1.825,10854.649,31.486
ALB,2012,10790155229.5092,78.084,2860708.0,4.85,1.667,10652.809,30.81
ALB,2013,10974367815.094,77.995,2816902.0,5.287,1.819,13392.774,38.665
ALB,2014,11220218560.8998,78.029,2773767.0,6.0,2.066,11809.461,34.06
ALB,2015,11470171826.9575,78.358,2731293.0,4.712,1.626,11824.314,34.083
ALB,2016,11918533446.9749,78.643,2689469.0,4.632,1.598,13823.748,39.827
ALB,2017,12309839868.7084,78.9,2648285.0,5.293,1.826,12802.36,36.863
ALB,2018,12761785703.1071,79.238,2607733.0,4.895,1.691,14609.701,42.032
ALB,2019,13025007474.8895,79.467,2567801.0,4.827,1.673,11585.555,33.296
ALB,2020,12593390460.142,77.824,2528480.0,4.711,1.64,11158.003,31.988
ALB,2021,13722964212.462,76.844,2489762.0,5.134,1.802,14100.432,40.253
ALB,2022,14385344334.623,78.769,2451636.0,5.173,1.83,14100.432,40.253
ALB,2023,14962975920.9066,79.602,2414095.0,5.144,1.83,14100.432,40.253
ARE,1990,126196728879.997,71.074,1898220.0,51.704,27.238,181538.766,344.953
ARE,1991,127282124163.704,71.144,2006626.0,56.673,28.243,209539.703,420.837
ARE,1992,131539641031.7,71.166,2114730.0,57.757,27.312,192178.875,406.696
ARE,1993,133198607074.354,71.159,2222093.0,65.566,29.506,190470.219,423.47
ARE,1994,142384180889.311,71.204,2328188.0,75.011,32.218,199513.672,464.674
ARE,1995,151906673243.8,71.392,2434662.0,72.464,29.763,199207.391,484.871
ARE,1996,160714835966.554,71.82,2597564.0,75.412,29.032,194224.094,499.688
ARE,1997,173878021720.573,72.559,2817410.0,72.92,25.882,189887.922,521.456
ARE,1998,174385735706.142,73.66,3040421.0,80.106,26.347,182844.297,534.113
ARE,1999,179446782313.38,74.982,3266009.0,77.316,23.673,173803.531,538.369
ARE,2000,198921610821.864,76.347,3493575.0,111.813,32.005,163580.656,535.782
ARE,2001,201704693314.365,77.621,3723590.0,101.418,27.237,156784.594,541.566
ARE,2002,206613089911.721,78.721,3956826.0,84.649,21.393,162836.453,591.693
ARE,2003,224796159215.545,79.6,4192457.0,106.443,25.389,165507.594,631.155
ARE,2004,246301141350.818,80.272,4428967.0,111.703,25.221,169047.547,675.065
ARE,2005,258259409529.61,80.779,4664790.0,114.399,24.524,164587.453,704.598
ARE,2006,283665213479.189,81.155,5009100.0,121.705,24.297,151316.516,741.293
ARE,2007,292698220662.137,81.438,5624635.0,133.125,23.668,139351.469,818.361
ARE,2008,302040668640.587,81.591,6302664.0,153.684,24.384,134274.219,938.4
ARE,2009,286204912265.895,81.679,6707058.0,168.013,25.05,115803.188,925.575
ARE,2010,290792347835.845,81.886,6869838.0,184.842,26.641,114656.625,972.492
ARE,2011,310381480913.923,81.898,7104538.0,197.573,27.443,119056.133,1020.931
ARE,2012,324917470354.939,81.913,7391448.0,207.392,27.663,123958.766,1074.1
ARE,2013,340898464870.844,81.95,7693031.0,213.335,27.239,129486.25,1133.245
ARE,2014,356691886612.605,81.99,8059440.0,209.98,25.493,127985.82,1130.877
ARE,2015,381973042886.317,82.076,8505237.0,225.684,26.017,137692.203,1227.789
ARE,2016,403584822847.176,82.195,8935095.0,226.605,25.092,141902.906,1276.312
ARE,2017,399301267917.2,82.388,9223225.0,212.913,23.057,134032.266,1215.444
ARE,2018,405439194566.321,82.449,9346701.0,209.702,22.436,125874.32,1150.513
ARE,2019,410593714983.921,82.596,9445785.0,219.776,23.436,132339.578,1219.067
ARE,2020,374899053476.789,81.936,9401038.0,217.38,23.007,129712.344,1204.676
ARE,2021,391967404019.489,79.083,9575152.0,216.232,22.089,133080.094,1246.315
ARE,2022,421421732891.067,80.487,10074977.0,225.977,22.064,143594.344,1355.694
ARE,2023,439547849791.115,82.909,10483751.0,229.384,21.554,149830.328,1425.916
ARG,1990,265817211205.311,71.615,32755901.0,112.149,3.424,15718.703,513.022
ARG,1991,290094591011.844,72.02,33230294.0,117.755,3.544,15747.927,521.347
ARG,1992,313120244489.89,72.096,33693527.0,121.535,3.607,16661.842,559.309
ARG,1993,338817957426.035,72.303,34152717.0,118.001,3.455,16981.766,577.843
ARG,1994,358592053441.545,72.732,34613491.0,118.469,3.423,17651.035,608.761
ARG,1995,348389357874.283,72.864,35070020.0,125.277,3.572,17977.289,628.236
ARG,1996,367643757074.802,73.056,35513793.0,131.15,3.693,18568.533,657.128
ARG,1997,397463514160.866,73.407,35947791.0,136.553,3.799,18560.299,664.755
ARG,1998,412766570325.764,73.412,36372860.0,139.32,3.83,18999.846,688.425
ARG,1999,398792535409.293,73.683,36794682.0,148.304,4.031,18990.684,696.066
ARG,2000,395646066535.875,73.91,37213984.0,143.469,3.855,18849.811,698.777
ARG,2001,378202665751.853,74.154,37624825.0,135.137,3.592,18210.119,682.524
ARG,2002,336999433710.193,74.312,38029349.0,124.931,3.285,17275.256,654.474
ARG,2003,366780211148.674,74.307,38424282.0,134.481,3.5,18326.521,701.506
ARG,2004,399898899166.738,74.871,38815916.0,157.049,4.046,19261.457,744.817
ARG,2005,435296589745.339,75.231,39216789.0,161.589,4.12,20232.844,790.507
ARG,2006,470325565798.353,75.279,39622115.0,174.309,4.399,21038.723,830.543
ARG,2007,512690850741.56,74.783,40016763.0,173.581,4.338,21708.369,865.645
ARG,2008,533491913656.279,75.428,40424148.0,187.342,4.634,21780.381,877.178
ARG,2009,501917060966.235,75.577,40854831.0,178.181,4.361,20954.273,852.511
ARG,2010,552738161802.463,75.68,41288694.0,185.946,4.504,21507.703,883.969
ARG,2011,585924294024.785,76.1,41730660.0,189.775,4.548,21894.867,909.091
ARG,2012,579910247223.428,75.802,42161721.0,191.362,4.539,22494.715,943.706
ARG,2013,593858966307.156,75.829,42582455.0,189.538,4.451,23152.588,981.398
ARG,2014,578937574935.696,76.268,43024071.0,188.397,4.379,22881.006,979.858
ARG,2015,594749285413.212,76.6,43477012.0,191.744,4.41,23046.873,996.94
ARG,2016,582376550428.09,76.105,43900313.0,189.92,4.326,22726.455,992.424
ARG,2017,598790850843.677,76.543,44288894.0,186.899,4.22,22503.818,991.397
ARG,2018,583118120294.002,76.77,44654882.0,180.599,4.044,22163.16,984.346
ARG,2019,571450737224.442,76.847,44973465.0,178.508,3.969,20725.168,927.358
ARG,2020,514874343768.066,75.878,45191965.0,165.121,3.654,19314.059,869.829
ARG,2021,568636554720.066,73.948,45312281.0,191.108,4.218,21168.963,958.463
ARG,2022,602872713790.916,75.806,45407904.0,204.081,4.494,22618.625,1029.381
ARG,2023,591684674129.454,77.395,45538401.0,195.806,4.3,22277.793,1019.741
ARM,1990,5839777093.95123,67.5493658536585,3552128.0,8.999,2.533,16157.746,57.757
ARM,1991,5156523262.60518,67.6270487804878,3613977.0,7.38,2.042,16157.746,57.757
ARM,1992,3001096397.25066,67.7185365853659,3571861.0,5.724,1.602,16157.746,57.757
ARM,1993,2736999950.50702,67.9731951219512,3453332.0,2.51,0.727,12714.077,43.957
ARM,1994,2884798023.90046,68.2718048780488,3364610.0,2.685,0.798,11647.73,39.296
ARM,1995,3083849041.96219,68.628487804878,3307581.0,3.363,1.017,11600.216,38.545
ARM,1996,3264729146.7809,69.0061219512195,3278735.0,2.5,0.763,14956.918,49.341
ARM,1997,3373153403.74995,69.3938292682927,3246289.0,3.253,1.002,12710.774,41.582
ARM,1998,3619393601.80914,69.7993414634146,3208401.0,3.419,1.066,13636.756,44.191
ARM,1999,3738833590.68989,70.1989512195122,3167286.0,3.04,0.96,8518.906,27.312
ARM,2000,3959424772.65728,72.8804878048781,3221100.0,3.491,1.117,9270.454,29.374
ARM,2001,4339529550.80371,72.9756097560976,3211800.0,3.533,1.145,9219.866,28.887
ARM,2002,4912347451.42022,72.8268292682927,3199800.0,3.077,1.007,8911.608,27.671
ARM,2003,5600076094.6952,72.8268292682927,3182500.0,3.456,1.137,9866.072,30.428
ARM,2004,6188084084.57212,73.0268292682927,3164900.0,3.691,1.221,10294.192,31.559
ARM,2005,7048227772.27278,73.0756097560976,3146400.0,4.376,1.456,11997.367,36.559
ARM,2006,7978593838.17516,72.8243902439025,3127100.0,4.402,1.472,12061.231,36.503
ARM,2007,9071661194.12856,72.8731707317073,3107400.0,5.1,1.714,13633.888,40.962
ARM,2008,9697605816.5624,73.0731707317073,3087100.0,5.575,1.883,13250.285,39.531
ARM,2009,8330243396.35924,73.0731707317073,3066000.0,4.363,1.481,11915.396,35.321
ARM,2010,8513508751.09706,73.1731707317073,3044800.0,4.253,1.451,13351.512,39.338
ARM,2011,8913643662.28574,73.8170731707317,3027900.0,4.969,1.7,14139.787,41.415
ARM,2012,9555426006.05632,74.119512195122,3024100.0,5.748,1.967,15057.879,43.885
ARM,2013,9870755064.25618,74.6219512195122,3022000.0,5.535,1.894,14838.981,43.054
ARM,2014,10226102246.6276,74.8731707317073,3013800.0,5.604,1.918,15185.13,43.884
ARM,2015,10553337518.414,74.8707317073171,3004600.0,5.469,1.872,14124.947,40.66
ARM,2016,10574444193.4325,74.8682926829268,2992300.0,5.203,1.783,14289.046,40.95
ARM,2017,11367527508.1135,75.2170731707317,2979400.0,5.54,1.901,15302.439,43.641
ARM,2018,11958638938.496,75.619512195122,2969000.0,5.822,2.001,15133.982,42.928
ARM,2019,12867495497.6469,76.2219512195122,2962500.0,6.284,2.164,16179.096,45.635
ARM,2020,11941035821.9185,73.3756097560976,2961500.0,6.795,2.351,17086.047,47.937
ARM,2021,12633615899.6682,72.2780487804878,2962300.0,7.417,2.584,17684.547,49.357
ARM,2022,14225451502.9981,74.7658536585366,2969200.0,7.165,2.487,17684.547,49.357
ARM,2023,15406163977.6894,77.4658536585366,2964300.0,7.608,2.585,17684.547,49.357
ATG,1990,830360009.985309,73.602,63066.0,0.242,3.833,27613.479,1.749
ATG,1991,848435719.914615,73.472,63387.0,0.249,3.929,27384.174,1.743
ATG,1992,858265278.54095,73.386,64404.0,0.249,3.868,27023.164,1.748
ATG,1993,903580713.993905,73.39,65587.0,0.256,3.91,26470.938,1.743
ATG,1994,963907435.965129,73.493,66843.0,0.267,4.0,27813.684,1.866
ATG,1995,921883147.37367,73.576,68189.0,0.271,3.975,29078.92,1.989
ATG,1996,982773021.141193,73.839,69612.0,0.289,4.157,28572.307,1.995
ATG,1997,1036543047.19835,74.045,71053.0,0.311,4.382,28780.83,2.05
ATG,1998,1085584792.26449,74.187,72412.0,0.322,4.452,28243.189,2.05
ATG,1999,1125835518.38058,74.456,73666.0,0.344,4.674,27767.398,2.05
ATG,2000,1195677311.61138,74.819,74912.0,0.355,4.743,28457.223,2.136
ATG,2001,1141296594.96992,75.108,76069.0,0.37,4.864,28025.289,2.136
ATG,2002,1153020391.45654,75.237,77032.0,0.407,5.279,29660.344,2.29
ATG,2003,1223085251.30795,75.313,77884.0,0.429,5.503,30824.252,2.407
ATG,2004,1293621842.2095,75.329,78719.0,0.451,5.724,31622.059,2.497
ATG,2005,1377366902.51519,75.364,79611.0,0.48,6.028,31734.295,2.535
ATG,2006,1552404719.92894,75.506,80604.0,0.517,6.408,32290.607,2.613
ATG,2007,1697014056.19323,75.72,81704.0,0.535,6.546,33375.836,2.738
ATG,2008,1696776362.25323,76.075,82912.0,0.539,6.495,33637.074,2.801
ATG,2009,1493793051.15554,76.386,84173.0,0.557,6.615,34709.18,2.935
ATG,2010,1376672104.84443,76.701,85320.0,0.55,6.44,33104.539,2.837
ATG,2011,1349706641.55924,77.023,86332.0,0.546,6.322,32616.084,2.829
ATG,2012,1395234173.14327,77.1,87260.0,0.557,6.381,33159.371,2.908
ATG,2013,1386849062.30615,77.05,88064.0,0.557,6.323,32853.875,2.908
ATG,2014,1417336052.73314,76.912,88765.0,0.568,6.397,33313.0,2.973
ATG,2015,1437485185.18519,76.892,89409.0,0.583,6.515,33830.762,3.043
ATG,2016,1496714858.20258,76.968,89969.0,0.597,6.637,34089.41,3.088
ATG,2017,1537316639.9839,77.03,90468.0,0.605,6.681,32233.041,2.937
ATG,2018,1640501407.75149,77.132,90926.0,0.616,6.769,33026.227,3.027
ATG,2019,1692541753.29144,77.168,91364.0,0.641,7.017,33027.516,3.043
ATG,2020,1373179832.3414,77.161,91846.0,0.619,6.741,27785.227,2.575
ATG,2021,1485407940.31841,77.197,92349.0,0.638,6.903,29464.332,2.747
ATG,2022,1620696017.30498,77.483,92840.0,0.618,6.657,29464.332,2.747
ATG,2023,1660036192.7894,77.598,93316.0,0.645,6.909,29464.332,2.747
AUS,1990,630990273460.742,76.9946341463415,17065128.0,278.16,16.242,61654.105,1051.079
AUS,1991,628563287009.097,77.2756097560976,17284036.0,279.534,16.109,60444.344,1043.94
AUS,1992,631285380039.566,77.3780487804878,17478635.0,284.529,16.213,60725.57,1060.42
AUS,1993,656826136947.271,77.8780487804878,17634808.0,288.874,16.299,61505.934,1084.443
AUS,1994,682960226532.486,77.8780487804878,17805468.0,293.701,16.41,63213.672,1125.551
AUS,1995,709528553282.314,77.8292682926829,18004882.0,305.056,16.858,64117.02,1154.299
AUS,1996,736956619705.757,78.0780487804878,18224767.0,311.941,17.041,65239.766,1188.137
AUS,1997,765830271632.661,78.4804878048781,18423037.0,320.333,17.311,66120.109,1217.288
AUS,1998,801646726961.596,78.6317073170732,18607584.0,334.136,17.867,67001.016,1246.33
AUS,1999,841955290889.975,78.9317073170732,18812264.0,343.959,18.189,69004.562,1297.347
AUS,2000,874926744105.928,79.2341463414634,19028802.0,350.008,18.294,68632.961,1305.259
AUS,2001,892700520464.398,79.6341463414634,19274701.0,357.784,18.475,68338.281,1315.385
AUS,2002,927960453450.18,79.9365853658537,19495210.0,362.537,18.501,68892.781,1341.745
AUS,2003,956646310281.468,80.2390243902439,19720737.0,369.63,18.65,69082.789,1360.862
AUS,2004,997006658239.536,80.490243902439,19932722.0,383.159,19.113,70486.32,1404.444
AUS,2005,1028467016034.95,80.8414634146341,20176844.0,386.176,19.029,69917.164,1410.35
AUS,2006,1056965077770.63,81.0414634146342,20450966.0,392.36,19.055,71863.758,1470.838
AUS,2007,1097018464974.4,81.2926829268293,20827622.0,399.475,19.064,72304.695,1506.167
AUS,2008,1136774249983.46,81.3951219512195,21249199.0,404.84,18.944,72089.344,1531.745
AUS,2009,1158996461663.32,81.5439024390244,21691653.0,407.094,18.689,69689.844,1509.545
AUS,2010,1184610839239.74,81.6951219512195,22031750.0,405.131,18.297,68523.875,1508.839
AUS,2011,1212979128949.21,81.8951219512195,22340024.0,403.858,17.965,69714.188,1558.602
AUS,2012,1260921781880.75,82.0463414634146,22733465.0,406.197,17.775,67583.031,1536.113
AUS,2013,1294392358274.42,82.1487804878049,23128129.0,399.068,17.174,67307.039,1555.586
AUS,2014,1328061960035.21,82.3,23475686.0,392.729,16.644,66744.195,1566.458
AUS,2015,1356805839935.9,82.4,23815995.0,401.497,16.765,67223.109,1601.271
AUS,2016,1394194533274.64,82.4487804878049,24190907.0,410.388,16.868,66396.188,1606.503
AUS,2017,1426167740135.16,82.5,24592588.0,413.818,16.733,65133.145,1601.646
AUS,2018,1467158231105.1,82.7487804878049,24963258.0,415.591,16.544,65053.539,1624.987
AUS,2019,1499347932643.95,82.9,25334826.0,415.77,16.316,66247.297,1679.844
AUS,2020,1497345824797.34,83.2,25649248.0,399.184,15.506,61750.023,1585.126
AUS,2021,1527396783519.68,83.3,25685412.0,389.02,14.987,61304.32,1589.075
AUS,2022,1592357665099.43,83.2,26018721.0,384.362,14.67,63452.266,1661.016
AUS,2023,1649424913623.6,83.0512195121951,26659922.0,382.972,14.478,63256.879,1672.456
AUT,1990,239296977478.175,75.5682926829269,7677850.0,62.184,8.097,43473.848,333.824
AUT,1991,247532688033.224,75.6170731707317,7754891.0,65.782,8.48,45051.105,349.4
AUT,1992,252714845320.178,75.8170731707317,7840709.0,60.283,7.686,43974.008,344.792
AUT,1993,254046171814.293,76.0682926829268,7905633.0,60.709,7.677,44583.27,352.443
AUT,1994,260148661734.735,76.419512195122,7936118.0,61.083,7.695,44031.754,349.408
AUT,1995,267089386116.812,76.6682926829268,7948278.0,64.061,8.058,46262.477,367.661
AUT,1996,273007464944.44,76.8707317073171,7959017.0,67.405,8.467,47209.656,375.696
AUT,1997,278865754830.707,77.319512195122,7968041.0,67.302,8.445,47767.598,380.569
AUT,1998,288606201090.647,77.6707317073171,7976789.0,66.937,8.39,48803.195,389.247
AUT,1999,299463348050.583,77.8756097560976,7992324.0,65.668,8.215,49153.414,392.804
AUT,2000,309014800203.266,78.1268292682927,8011566.0,66.177,8.259,49332.055,395.171
AUT,2001,313084486481.847,78.5756097560976,8042293.0,70.166,8.725,50573.637,406.593
AUT,2002,317731814841.85,78.6780487804878,8081957.0,71.969,8.905,50356.289,406.828
AUT,2003,321358930178.288,78.6317073170732,8121423.0,77.396,9.528,50209.152,407.704
AUT,2004,329602607297.434,79.1804878048781,8171966.0,77.694,9.506,51700.691,422.457
AUT,2005,337250591306.488,79.3317073170732,8227829.0,79.092,9.611,52430.82,431.35
AUT,2006,348276446349.075,79.8804878048781,8268641.0,76.812,9.288,51509.012,425.865
AUT,2007,361424664731.668,80.1804878048781,8295487.0,74.112,8.932,50642.531,420.066
AUT,2008,366677269701.416,80.4317073170732,8321496.0,73.49,8.829,51021.918,424.56
AUT,2009,353527252121.64,80.3317073170732,8343323.0,67.307,8.065,49116.078,409.772
AUT,2010,359922497999.326,80.5804878048781,8363404.0,72.008,8.608,50408.578,421.558
AUT,2011,370459113959.145,80.9829268292683,8391643.0,69.901,8.328,47176.66,395.869
